postid,pagename,platform,year,month,day,type,url,timestamp,sdg,sdgrelev,sdgcat,abstractmes,message_clean
A9684,Coca-Cola,Facebook,2020,5,18,Native Video,https://www.facebook.com/CocaColaUnitedStates/posts/3306863362679688,3/4/2021 7:31,1,4,8,2,"For teachers making the best of it. Georgia high school teacher Marcella found a way to #ShareHope with her class by sending handwritten postcards to all 80 of her students. If you know an everyday hero, tag @cocacola and help us highlight their story. â¤ï¸"
A7744,Chase,Facebook,2019,12,18,Native Video,https://www.facebook.com/chase/posts/3933494806676447,3/3/2021 6:20,1,4,8,2,"Congrats to the winners of our Southwest Airlines Credit Card #BigDreamsStartSmall contest, Laylo and Three Brothers Bakery! Laylo Pets designs comfy dog beds and Three Brothers Bakery is a family-owned bakery that got its start in Poland almost 200 years ago. These two small businesses won $25,000 each to take their businesses to the next level. Whatâ€™s your small business big dream?"
A2068,Audi USA,Facebook,2020,8,10,Native Video,https://www.facebook.com/audi/posts/10157176944371470,3/15/2021 2:15,1,4,3,1,"On July 16th, we collaborated with Kehlani for a magical, socially-distanced, drive-in concert celebrating LAâ€™s essential workers. To all of the heroes out there on the frontlines, thanks for everything you do."
A2065,Audi USA,Facebook,2020,8,4,Photo,https://www.facebook.com/audi/posts/10157164622181470,3/15/2021 2:12,1,4,7,1,"Mirror mirror on the wall, who is the most thrilling of them all? #AudiA7"
A7696,Chase,Facebook,2019,10,7,Photo,https://www.facebook.com/chase/posts/3683552005004063,3/3/2021 5:32,1,4,5,2,"Business leaders, trailblazers, and entrepreneurs join us to discuss advancing women in the workplace and ways to #powerHER. Watch our Facebook Story to go behind the scenes with us at Women on the Move Leadership Day."
A2091,Audi USA,Facebook,2020,10,4,Photo,https://www.facebook.com/audi/posts/10157300129586470,3/15/2021 2:23,1,4,7,1,Cockpit and time machine all in one. #LeavingGasCountry #etronSportback
A36855,Nike,Instagram,2020,7,30,Video,https://www.instagram.com/p/CDRPM5PJGY7/,3/2/2021 8:32,1,4,10,5,Nothing can stop what we can do together. You canâ€™t stop sport. Because #YouCantStopUs.
 â € 
 Join us. Link in bio.
A206,Accenture,Facebook,2020,3,8,Native Video,https://www.facebook.com/accenture/posts/10163144677540374,2/22/2021 9:39,1,4,10,1,"This #IWD2020, we explore what a true culture of equality looks likeâ€”and we thank those who light the way. Find out more: "
A36859,Nike,Instagram,2020,9,10,Photo,https://www.instagram.com/p/CE9w660n9gr/,3/1/2021 12:03,1,4,10,2,"When they say thereâ€™s no way, show them one. 
 â €
 Faced with an unimaginable choice between giving up what she was born to do, or changing who she was born to be, @castersemenya800m, has instead chosen to continue her fight to be herself in the sport she loves. ðŸ™Œ
 â €
 #YouCantStopUs"
A1984,Audi USA,Facebook,2019,11,19,Live Video Complete,https://www.facebook.com/audi/posts/743520206121081,3/15/2021 1:31,1,4,7,1,We're ready for the next level of electric mobility. Watch the #WorldPremiere of the Audi #etronSportback at Los Angeles Auto Show. #ElectricHasGoneThrilling #LAAutoShow
A2000,Audi USA,Facebook,2019,12,20,Native Video,https://www.facebook.com/audi/posts/10156531060161470,3/15/2021 1:41,1,4,7,1,Gift Tester Ashley is here to see how the all-electric e-tron SUVâ€™s tech can stand up to the toughest test of all: holiday travel. #etron
A8302,Chipotle Mexican Grill,Facebook,2020,1,1,Photo,https://www.facebook.com/chipotle/posts/10157866798254253,2/3/2021 10:21,1,4,8,1,ðŸ‘©â€ðŸŒ¾ Weâ€™re going live on TV this morning with young farmers to raise awareness about the challenges they face and how we can continue to support the next generation of farmers.
A36843,Nike,Instagram,2020,2,10,IGTV,https://www.instagram.com/tv/B8ZuoC0lJe6/,3/2/2021 8:10,1,4,10,1,"â €
 â€œIt doesnâ€™t matter if youâ€™re in a wheelchair, in your 80s, or what race or gender you are. Everybody can play tennis.â€ - @dylanalcott
 â €
 Dylan is more than a top tennis player. He has used his success on the court as a vehicle to challenge perceptions about disabled people and push for inclusivity universally. â€œIf you have a body, you really are an athlete,â€ says Dylan.
 â €
 This is how you change the game. #justdoit"
A86,3M,Facebook,2020,3,25,Photo,https://www.facebook.com/3M/posts/3220513657979601,2/1/2021 9:07,1,4,9,1,Lessons from the 2002 SARS outbreak allowed us to mobilize operations & invest in surge capacity. This has allowed us to double global respirator production in response to #COVID19 in just 2 months. Read more here from Bloomberg Businessweek: 
A27352,IBM,Instagram,2019,9,10,Album,https://www.instagram.com/p/B2O9PuLh1_R/,3/1/2021 12:51,1,4,9,1,"The IBM Thomas J. Watson Research Center has been home to some of the most innovative technological breakthroughs for over 50 years. From building debate-ready AI Systems to pioneering IBM Q, IBM Research pushes the frontiers of science and technology for business and the world. Click the link in our profile to learn more. ðŸ“·: @igeekthere4iam"
A7896,Chase,Facebook,2020,6,28,Photo,https://www.facebook.com/chase/posts/4663894096969844,3/4/2021 3:38,1,4,10,4,"Be You. Be Proud. This yearâ€™s #NYCPride celebration may be virtual, but weâ€™re spreading cheer across the city â€“ even in Times Square. How are you celebrating? Learn more about todayâ€™s virtual pride march here: "
A7811,Chase,Facebook,2020,3,28,Photo,https://www.facebook.com/chase/posts/4278857838806807,3/3/2021 8:58,1,4,3,2,"When #ChaseSmallBiz Howard Elliott Collection heard about the nationwide shortage of protective masks, they rolled up their sleeves to help â€“ quickly turning a prototype into protective equipment. â€œI realized many of the materials used in a protective mask are the same materials we use in our production of home furnishing products,â€ said Brian Berk, President of the company. With masks in production for over a week, theyâ€™re now donating to various healthcare facilities. â€œDoctors have reached out to express their gratitude, but we reply to them that theyâ€™re the heroes and thank them for all their efforts to care for us during this crisis.â€ Is your business impacted? Visit our site for resources: "
A207,Accenture,Facebook,2020,3,9,Native Video,https://www.facebook.com/accenture/posts/10163149839375374,2/22/2021 9:40,1,4,5,1,How are we building a culture of equality at Accenture? Hear from our CEO Julie Sweet: 
A7791,Chase,Facebook,2020,2,21,Photo,https://www.facebook.com/chase/posts/4151315838227675,3/3/2021 8:42,1,4,10,2,"""I want to use my education to give back to kids like me in the same way The Fellowship Initiative did... and inspire them to follow their own routes in life in anything they find success and passion in.â€ Meet Brian Corry, a Fellow in the JPMorgan Chase Fellowship Initiative program. This #BlackHistoryMonth, weâ€™re honoring our past and celebrating our present by spotlighting the remarkable stories of our employees, clients and student leaders. Watch our Facebook Story to hear Brianâ€™s journey and see how heâ€™s making his mark on the world."
A16781,Domino's Pizza,Facebook,2020,6,12,Photo,https://www.facebook.com/Dominos/posts/10151394012774957,2/23/2021 3:48,1,4,10,1,"Time for reflection has shifted into purposeful change. We know we arenâ€™t perfect, but we are committed to having difficult conversations, listening, learning, and backing our words with actions. We have spent the past few weeks listening to our team members, and what resonated most was that change is needed now. Today, we announce our commitment to donate $3 million over the next three years, both to organizations that make a difference in Black communities and internal programs that will change us. We are focused on pillars: Education, Service and Opportunity. Weâ€™ll begin today with donations to Black Girls Code and the The National Urban League. One million dollars of our commitment will go toward establishing the Dominoâ€™s Black Franchise Opportunity Fund, which will support current and future Black team members on their journey to entrepreneurship. Black Lives Matter, and so do the actions we take. See CEO Ritch Allisonâ€™s letter to team members: "
A229,Accenture,Facebook,2020,9,29,Native Video,https://www.facebook.com/accenture/posts/10164201900245374,2/22/2021 9:53,1,4,5,1,Women need inclusive cultures to thrive in tech. Read more in our research with Girls Who Code: 
A56728,Visa,Facebook,2020,6,17,Photo,https://www.facebook.com/VisaUnitedStates/posts/4666369176722395,2/21/2021 12:03,1,4,10,3,"Weâ€™re proud to celebrate our LGBTQ+ employees, community and the Supreme Court's ruling against #LGBTQ workplace discrimination. Weâ€™re moving one step closer to a world where everyone is accepted everywhere. ðŸ³ï¸â€ðŸŒˆ#PRIDEðŸ³ï¸â€ðŸŒˆ. At Visa, we strive to be an inclusive workplace where employees always feel that they belong: "
A18377,Estee Lauder,Facebook,2020,9,22,Native Video,https://www.facebook.com/EsteeLauder/posts/10160003155217619,2/15/2021 6:48,1,4,9,1,"We already knew our NEW #AdvancedNightRepair serum was out of this world ðŸŒâ€”and now weâ€™re proving it! As a beauty industry leader in science, innovation and high-performance prestige products, we're proud to be the first-ever beauty brand to participate in NASA - National Aeronautics and Space Administration's effort to promote the space economy, and our #LittleBrownBottle will be going along for the ride to International Space Station. ðŸš€ Find out more now: "
A56,3M,Facebook,2020,1,15,Native Video,https://www.facebook.com/3M/posts/3050512224979746,1/21/2021 11:38,1,4,1,,"Monomer', a lightweight modular house featured at Singapore Night Fest, is easily transportable and deployable - representing the future of buildings. Envisioned by architecture studio AD Lab, it uses 3Mâ„¢ DI-NOCâ„¢ Architectural Finishes and 3Mâ„¢ Reflective Graphic Films. "
A73,3M,Facebook,2020,3,2,Photo,https://www.facebook.com/3M/posts/3161323283898639,2/1/2021 8:32,1,4,9,1,We are grateful for the efforts of 3M employees around the world who are working hard in response to the coronavirus to increase production of needed supplies that help protect people. 
A36860,Nike,Instagram,2020,9,22,IGTV,https://www.instagram.com/tv/CFdHfS7gaRP/,3/2/2021 8:41,1,4,16,2,
A27375,IBM,Instagram,2019,12,23,Album,https://www.instagram.com/p/B6azl0nhM-Z/,3/1/2021 1:12,1,4,9,5,"We're looking back on some of our boldest moments of 2019. Our final spotlight showed the world that #SmartLovesProblems, because problems are the greatest catalysts for change. Click the link in our profile to learn more."
A16766,Domino's Pizza,Facebook,2020,4,25,Photo,https://www.facebook.com/Dominos/posts/10151366698939957,2/23/2021 3:40,1,4,3,1,Saturday plans include pizza? Twinning. Count on contactless delivery for your order: 
A8328,Chipotle Mexican Grill,Facebook,2020,6,25,Link,https://www.facebook.com/chipotle/posts/10158438213304253,2/3/2021 11:42,1,4,10,1,"Live with Karamo on TikTok tomorrow, 6/26 at 11am PT. Oh, and come hungry."
A120,3M,Facebook,2020,6,30,Photo,https://www.facebook.com/3M/posts/3475261669171464,2/9/2021 5:48,1,4,16,3,"The #3MOpen is more than a golf tournament. Thatâ€™s why weâ€™re partnering with organizations that are supporting recovery, relief & restoration efforts across Minnesota. Thank you 3M Open Ambassador Kyle Rudolph for swinging by our food drive to help support VEAP, lifting families up impacted by #COVID19."
A153,Accenture,Facebook,2019,9,16,Photo,https://www.facebook.com/accenture/posts/10162317916530374,2/22/2021 9:17,1,4,10,1,"Creating a diverse board, developing talent and building a culture of equalityâ€”by working together, we keep moving forward. Thank you to Refinitiv for ranking us #1 on the Diversity & Inclusion Index for the 2nd year in a row. "
A8389,Chipotle Mexican Grill,Instagram,2020,6,11,Photo,https://www.instagram.com/p/CBTiEzrjfwI/,2/5/2021 2:58,1,4,10,1,UPDATE: Wow gift cards went fast. Letâ€™s keep the support going. Here are more Black-owned bookshops you can check out to learn more:
 @ashaybythebay
 @blackstonebookstore
 @detroit_book_city
 @eyeseeme_bookstore
 @keybookstore
 @lovingmebooks
 @loyaltybooks
 @semicolonchi
 @sistersuptown
 @reparations.club
 â€¢
 Today weâ€™re highlighting some Black-owned bookshops so you can educate yourself about systemic racism. Check out our story highlight and you may just get some food for your thoughts.
A133,3M,Facebook,2020,9,3,Link,https://www.facebook.com/3M/posts/3669676059730023,2/9/2021 5:54,1,4,3,1,"To help create a test to diagnose #covid19 in minutes, we've teamed up with Massachusetts Institute of Technology (MIT) Professor Hadley Sikes and her research team. Learn more: "
A134,3M,Facebook,2020,9,4,Native Video,https://www.facebook.com/3M/posts/3672233199474309,2/9/2021 5:55,1,4,7,1,Meet 3M #YoungScientist Xavier! He drew his inspiration for his renewable energy invention after comparing satellite images of pollution levels pre-#COVID19 pandemic to now. Get to know the 2020 Top Ten Finalists: 
A140,3M,Facebook,2020,9,22,Photo,https://www.facebook.com/3M/posts/3729903557040606,2/9/2021 5:58,1,4,10,1,"Education and workforce development are key to racial equity, and we plan to invest $50 million over the next five years to address racial opportunity gaps through workforce development initiatives. Listening to our employees and better understanding the needs of our communities helped us identify where we can take positive and meaningful action to make a difference. #LifeWith3M "
A7663,Chase,Facebook,2019,9,5,Photo,https://www.facebook.com/chase/posts/3589915447701053,2/17/2021 8:57,1,4,5,5,"""My dad always told me don't count somebody else's money. Love your journey and who you are as a person and that should carry you a long way."" Stephen Curry joined us at the Chase Center for an important discussion on women's empowerment and planning for the future. #Sweatworking"
A7856,Chase,Facebook,2020,5,1,Photo,https://www.facebook.com/chase/posts/4409061029119820,3/4/2021 3:08,1,4,2,2,"COVID-19 has impacted our communities in many different ways. Chase Sapphire is committed to supporting communities in need and frontline healthcare workers by donating $2 million to World Central Kitchen. You can help, too. #StayHome #EatLocal and order in to keep our communities cooking."
A152,Accenture,Facebook,2019,9,11,Link,https://www.facebook.com/accenture/posts/10162298579515374,2/22/2021 9:14,1,4,10,1,How are we actively working to make the digital economy more diverse and inclusive? Our CEO Julie Sweet shares with Fortune: 
A8303,Chipotle Mexican Grill,Facebook,2020,1,1,Photo,https://www.facebook.com/chipotle/posts/10157867835454253,2/3/2021 10:24,1,4,8,2,"Well that was fun. For more on our commitment to support the next generation of farmers, visit chipotle.com/farmers. #Farmers"
A70,3M,Facebook,2020,2,26,Photo,https://www.facebook.com/3M/posts/3149290715101896,1/25/2021 9:30,1,4,5,1,"Through STEM education programs like the 3M Visiting Wizards, we're helping spark young people's interest in science, technology, engineering and math. ðŸ”¬ðŸ”­ #STEMExpo #NationalEngineersWeek"
A290,adidas,Instagram,2020,5,5,Video,https://www.instagram.com/p/B_0oding_Ln/,3/2/2021 9:59,1,4,3,2,"As many of us were sidelined by COVID-19, we saw the real heroes jump to action â€“ our essential healthcare workers on the frontline. â€‹â£â£
 â£
 We thank those who risk their lives every day to keep us safe. â€‹â£â£
 â€‹â£â£
 This is their story.â€‹â£â£
 â€‹â£â£
 #hometeam"
A31419,L'OrÃ©al Group,Facebook,2019,9,5,Photo,https://www.facebook.com/lorealusa/posts/2498467223525861,3/2/2021 10:05,1,4,10,4,"""Good food, good drinks, and even better friends!"" ðŸ‘­ Our Women of Color Think Tank consists of employees from across L'OrÃ©alâ€™s divisions and brands who work on implementing diversity-driven business ideas, fostering an inclusive workplace and volunteering in the community. ðŸ“¸: @emilycristina_loreal"
A7694,Chase,Facebook,2019,10,3,Native Video,https://www.facebook.com/chase/posts/3672241196135144,3/3/2021 5:29,1,4,5,2,The countdown is on! â° Our annual Women on the Move Leadership Day is October 7th! Follow our Facebook Story on Monday to go behind the scenes with us at Radio City Music Hall: 
A7745,Chase,Facebook,2019,12,18,Photo,https://www.facebook.com/chase/posts/3933569150002346,3/3/2021 6:22,1,4,1,2,"We teamed up with Cam Newton for the 6th annual Santa Camâ€™s Surprise Sleigh in Charlotte, North Carolina! Our team of Chase elves helped Cam and his family deliver gifts and donations to more than 1,000 children and adults at local shelters, after-school programs, administrative systems and schools. These donations will help build new school gyms, improve academic programs, feed the hungry and provide warm clothing for the winter."
A1997,Audi USA,Facebook,2019,12,16,Native Video,https://www.facebook.com/audi/posts/10156524175836470,3/15/2021 1:40,1,4,7,1,How many presents can Ashley the Gift Tester fit in the all-electric e-tron SUV before time runs out? #etron
A40022,PayPal,Facebook,2019,9,6,Photo,https://www.facebook.com/PayPalUSA/posts/10159040352344573,3/1/2021 11:29,1,4,11,1,Help those impacted by Hurricane Dorian. Give here and 100% of your donation will go to support a responding charity that is providing relief and recovery efforts. 
A16761,Domino's Pizza,Facebook,2020,4,15,Native Video,https://www.facebook.com/Dominos/posts/10151360843614957,2/23/2021 3:36,1,4,3,1,"Hot from our 450Â°F oven to the table, the only hands that touch your pizza are yours. Order with contactless delivery: "
A16774,Domino's Pizza,Facebook,2020,5,15,Photo,https://www.facebook.com/Dominos/posts/10151378719719957,2/23/2021 3:43,1,4,3,1,"Getting contactless delivery pizza for dinner = no cooking, no cleaning, and leftovers for lunch."
A1983,Audi USA,Facebook,2019,11,17,Photo,https://www.facebook.com/audi/posts/10156449717046470,3/8/2021 3:49,1,4,12,1,Our idea of a geometry project. #etronGT #ConceptCar
A68,3M,Facebook,2020,2,12,Native Video,https://www.facebook.com/3M/posts/3115958998435068,1/25/2021 9:27,1,4,12,1,Now your home can help you breathe easier. See how roof shingles infused with 3Mâ„¢ Smog-reducing Granules can help in the fight against air pollution. #improvinglives 
A16763,Domino's Pizza,Facebook,2020,4,18,Photo,https://www.facebook.com/Dominos/posts/10151362028464957,2/23/2021 3:38,1,4,3,1,"At Dominoâ€™s, your local store is committed to safely delivering you a hot and delicious pizza with contactless delivery: "
A16769,Domino's Pizza,Facebook,2020,5,4,Photo,https://www.facebook.com/Dominos/posts/10151372311919957,2/23/2021 3:42,1,4,3,1,Strettttttccccchhhhhiiiiinnngggg into Monday with some Stuffed Cheesy Bread. You can get it with contactless delivery: 
A31445,L'OrÃ©al Group,Facebook,2019,10,13,Photo,https://www.facebook.com/lorealusa/posts/2570626102976639,3/2/2021 10:09,1,4,5,1,"""My advice to the next generation of women in science? Don't be afraid to challenge the world as you see it today. I've used my Biostatistics degree in everything from business to clinical trials, and now in cosmetics and even fantasy football! #STEM is a common thread among so many industries, so be open to applying your craft in ways that you've never imagined."" Jennifer is an Associate Principal Scientist in L'OrÃ©al's Global Technology Incubator"
A214,Accenture,Facebook,2020,6,25,Photo,https://www.facebook.com/accenture/posts/10163776237260374,2/22/2021 9:45,1,4,5,1,Only 77 out of 195 countries prohibit discrimination because of sexual orientation. Increasing openness and inclusivity is not only the right thing to doâ€”it increases innovation: 
A7823,Chase,Facebook,2020,4,5,Photo,https://www.facebook.com/chase/posts/4308622005830390,3/3/2021 4:49,1,4,3,2,"When #ChaseSmallBiz Graft Milk heard about the shortage of protective masks in #NYC, they jumped at the opportunity to help. Specializing in 3D printing, theyâ€™re now producing face shields that have been approved for use in New York City hospitals to help doctors and nurses protect themselves while caring for patients. â€œWe were not the first to start printing face shields and I think that is the key right now. We don't have to come up with something new and earth-shattering, but instead just jump in and start helping with whatever we can â€“ big or small.â€ â€“ Douglas Larsen, Founder of Graft Milk."
A78,3M,Facebook,2020,3,10,Native Video,https://www.facebook.com/3M/posts/3179066748790959,2/1/2021 8:51,1,4,9,1,"We are committed to supporting the public health & government response to the coronavirus. That is why we've increased manufacturing production globally, including in our U.S., Asia & Europe facilities. "
A40027,PayPal,Facebook,2019,11,27,Native Video,https://www.facebook.com/PayPalUSA/posts/10159281327189573,3/1/2021 11:44,1,4,12,2,"This holiday season, we chose five socially conscious small businesses to get their own breathtaking displays along Fifth Avenue in New York City. We want to help holiday shoppers discover more purposeful gifts for a chance to Give Better. "
A36836,Nike,Instagram,2019,12,10,Album,https://www.instagram.com/p/B54y364gMkA/,3/2/2021 5:58,1,4,14,4,"â€œWhen Iâ€™m swimming, Iâ€™m living in the moment. Iâ€™m so mindful, I just connect with nature.â€ - @redseacitizen, Scuba Diving Instructor
 
 One dive and Nouf Alosaimi was hooked. Now sheâ€™s an instructor, teaching women how to scuba dive and showing the world how to protect our oceans. #justdoit"
A36856,Nike,Instagram,2020,8,23,Video,https://www.instagram.com/p/CEPAzIun67I/,3/1/2021 12:08,1,4,3,1,"Kobe taught us to be better. A better scorer, better mentor, better father, better champion. Today, on his birthday, we continue his endless pursuit of better. 
 â €
 Explore #MambaMentality. Link in bio. ðŸ’œðŸ’›
 â €
 Performance: @kendricklamar"
A1998,Audi USA,Facebook,2019,12,18,Native Video,https://www.facebook.com/audi/posts/10156530017511470,3/15/2021 1:40,1,4,7,1,"As the North Poleâ€™s newest Gift Tester, itâ€™s Ashleyâ€™s job to see how much holiday joy the all-electric e-tron SUV can haul. #etron"
A7716,Chase,Facebook,2019,11,7,Photo,https://www.facebook.com/chase/posts/3784914918201104,3/3/2021 5:53,1,4,5,3,"â€œWeâ€™re all working hard to make gains in our field. I think itâ€™s important to build each other up and share experiences so we can learn from each other.â€ â€“ Lindsey Vonn spoke to a packed house at The AICPA Womenâ€™s Summit about her journey building a woman-owned business. Watch our Facebook Story to see her Q&A with #ChaseInk. And yes, her dog Lucy makes an appearance. ðŸ¶"
A36945,Nintendo,Facebook,2019,12,18,Photo,https://www.facebook.com/Nintendo/posts/2719926361425133,3/2/2021 8:12,1,4,10,2,"The votes are in and the Nintendo Power Podcast Fan-Favorite Games of 2019 have been decided! The new episode is available now, so join Chris, Kit, and Krysta and find out who won! ðŸŽ§: "
A9688,Coca-Cola,Facebook,2020,6,19,Link,https://www.facebook.com/CocaColaUnitedStates/posts/3389238071108883,3/4/2021 7:36,1,4,10,2,"In recognition of Juneteenth, weâ€™re partnering with Nicole Moore, Director of Education at The National Center for Civil and Human Rights to share some facts about this important day."
A56724,Visa,Facebook,2020,4,6,Photo,https://www.facebook.com/VisaUnitedStates/posts/4370628432963139,2/20/2021 11:55,1,4,8,4,"The Visa Foundation is committing $200 million to support micro and small businesses. See our blog post to learn more about our immediate relief efforts, as well as our long-term goals and continued commitment to womenâ€™s economic advancement: "
A16771,Domino's Pizza,Facebook,2020,5,8,Photo,https://www.facebook.com/Dominos/posts/10151374821719957,2/23/2021 3:43,1,4,3,1,Had a long day? Weâ€™re on our way. Get contactless delivery on your next order: 
A265,adidas,Instagram,2020,2,11,Album,https://www.instagram.com/p/B8agIyNI6jX/,3/2/2021 9:56,1,4,12,2,"1.8 million recycled plastic bottles-turned-field. If this sounds like the future of football, thatâ€™s because it is.â£
 â£
 We believe that improving ocean health is a must for future generations. In an effort to educate and empower the youth to take action, we partnered with @umiamirsmas to explore the harm of plastic waste in the oceans and @parley.tv to unveil the first sustainable football field at South Floridaâ€™s Miami Edison High School. â£
 â£
 This wouldnâ€™t have been possible without the thousands of hours and hundreds of people that came together to help shape the community. #ChangeIsATeamSport"
A2081,Audi USA,Facebook,2020,9,9,Photo,https://www.facebook.com/audi/posts/10157246380846470,3/15/2021 2:19,1,4,7,1,We celebrate electrified vehicles every day. Learn more about how weâ€™re building towards a more sustainable future: audi.us/Electric:=:
A9731,Coca-Cola,Instagram,2020,5,18,Video,https://www.instagram.com/p/CAV4L2bHdNq/,3/4/2021 7:53,1,4,8,3,"For teachers making the best of it. Georgia high school teacher Marcella found a way to #ShareHope with her class by sending handwritten postcards to all 80 of her students. If you know an everyday hero, tag @cocacola and help us highlight their story. â¤ï¸"
A7714,Chase,Facebook,2019,11,4,Photo,https://www.facebook.com/chase/posts/3774227429269853,3/3/2021 5:51,1,4,11,2,"We stand by our friends and colleagues across California impacted by the wildfires. As the state braces for yet another fire season, this can be an unsettling time of year for so many Californians. To support resilience and relief efforts for the communities affected by the fires, weâ€™re making an initial commitment of $1 million, including to the Community Foundation of Sonoma County and the California Community Foundation, to serve Southern California: "
A1985,Audi USA,Facebook,2019,11,19,Photo,https://www.facebook.com/audi/posts/10156455745141470,3/15/2021 1:31,1,4,7,1,"The future of electric is here. And itâ€™s more exhilarating than ever. Introducing the newest addition to our EV line-up, the Audi #etronSportback. audi.us/etronSportback"
A2095,Audi USA,Facebook,2020,10,11,Photo,https://www.facebook.com/audi/posts/10157315683251470,3/15/2021 2:23,1,4,7,1,Blasting off to an electrified future. #LeavingGasCountry #etronSportback
A36839,Nike,Instagram,2020,1,16,Video,https://www.instagram.com/p/B7Y1ssvgyuU/,3/2/2021 6:14,1,4,3,3,"â€œEveryone deserves the right to be well. Itâ€™s just a matter of investing in it.â€ @nicoleacardoza is invested in helping close the wellness gap.
 â €
 Thanks to a donation based yoga class in college, Nicole was able to feel at home in her body for the first time. Ever since, sheâ€™s made it her mission to help others experience the same.
 â €
 Whether introducing kids to mindfulness in school through @yogaFoster, or investing in underestimated entrepreneurs through @ReclamationVentures, sheâ€™s helping change the landscape of wellness for good.
 â €
 Because Yoga should not have a type. Yoga is for all."
A2089,Audi USA,Facebook,2020,9,30,Photo,https://www.facebook.com/audi/posts/10157291299241470,3/15/2021 2:22,1,4,7,1,"The proof is in the all-wheel drive, all-electric luxury SUV. #LeavingGasCountry #etronSportback"
A169,Accenture,Facebook,2019,11,25,Link,https://www.facebook.com/accenture/posts/10162644278290374,2/22/2021 9:29,1,4,5,1,What changesâ€”and what doesn'tâ€”when you become a leader of a company like Accenture? Our CEO Julie Sweet shares her experience: 
A1,3M,Facebook,2019,9,3,Native Video,https://www.facebook.com/3M/posts/2747812901916348,1/21/2021 10:01,1,4,9,4,"Most people respect scientists, but they don't always find them relatable, according to the State of Science Index. 3M scientist Vasav Sahnhi talks about his passion for learning, from dancing to being a better science communicator. #CelebrateScience "
A36832,Nike,Instagram,2019,11,4,IGTV,https://www.instagram.com/tv/B4dOZ7_gGpV/,3/1/2021 12:38,1,4,9,5,"Helden features a new generation of German athletes, who work hard on and off the pitch, on the track and in their communities. They donâ€™t just focus on the win, they pave the way for others and push culture in a positive direction.
 â €
 We believe in a world in which everyone can become a hero, leveraging the powerful platform sport provides to those who speak up.
 â €
 You never do it just for yourself.
 (Du tust es nie nur fÃ¼r dich.)
 #justdoit"
A8345,Chipotle Mexican Grill,Instagram,2020,1,1,Photo,https://www.instagram.com/p/B6yE5lgAHz7/,2/4/2021 12:43,1,4,15,3,"Share this post to spread the message and weâ€™ll donate $1 for each share today to support the next generation of @youngfarmers, up to $250,000 ðŸ‘©â€ðŸŒ¾"
A16760,Domino's Pizza,Facebook,2020,4,13,Photo,https://www.facebook.com/Dominos/posts/10151359730594957,2/23/2021 3:36,1,4,3,1,"Safely from the store to your front door, Dominoâ€™s is here to deliver your favorites. All Dominoâ€™s deliveries are now contactless to ensure the safety of you and your delivery experts: "
A7799,Chase,Facebook,2020,3,14,Native Video,https://www.facebook.com/chase/posts/4227042320655026,3/3/2021 8:51,1,4,5,2,"For Noelle Santos, founder of The Lit. Bar, opening the only independent bookstore in the Bronx took grit and the right financial backing. We're proud to celebrate the passion of entrepreneurs like Noelle this #WomensHistoryMonth with Women on the Move. Learn more here: "
A7726,Chase,Facebook,2019,11,19,Photo,https://www.facebook.com/chase/posts/3826648194027776,3/3/2021 6:04,1,4,5,5,"""Plants make people happy,"" is The Sillâ€™s philosophy. We couldnâ€™t agree more â€“ and this women-owned #ChaseSmallBiz can help you find the perfect plant. ðŸŒ¿Start by browsing their website to find a plant thatâ€™s a fit for you - including low light, pet-friendly and beginner-friendly plants. Once you place your order, your healthy new friend will arrive at your door in a few days. And if you're looking to gift green this #holiday season, The Sill ships potted plants nationwide. âœˆï¸ For more #smallbiz gift ideas: "
A40036,PayPal,Facebook,2019,12,13,Native Video,https://www.facebook.com/PayPalUSA/posts/10159330292469573,3/1/2021 11:55,1,4,12,5,Create a joyful atmosphere. Give green. Give Better by buying thoughtful gifts from sustainable businesses. Shop now: 
A8297,Chipotle Mexican Grill,Facebook,2019,12,6,Link,https://www.facebook.com/chipotle/posts/10157790125579253,2/3/2021 10:15,1,4,8,1,"Today, the Chipotle Cultivate Foundation is donating $1 from every entrÃ©e ordered on our app or chipotle.com to The National Young Farmers Coalition, up to $250,000. Join us in supporting the next generation of farmers ðŸŒ±"
A7678,Chase,Facebook,2019,9,17,Photo,https://www.facebook.com/chase/posts/3624317954260802,2/17/2021 9:19,1,4,2,1,"Recent studies show as much as 7.7% of Americaâ€™s senior population is food insecure. In some U.S. cities, that number hits double digits. To help those struggling to afford food, we teamed up with the AARP Foundation to pack more than 1 million meals. Shout-out to the 5,000 Chase employees, AARPÂ® Credit Card from Chase members, and local volunteers who helped to #EndSeniorPoverty!"
A208,Accenture,Facebook,2020,3,11,Native Video,https://www.facebook.com/accenture/posts/10163158783920374,2/22/2021 9:40,1,4,5,1,Our CHRO Ellyn Shook shares why creating a culture of equality for our people is our priority: LINK #GettingToEqual #IWD2020
A216,Accenture,Facebook,2020,7,8,Native Video,https://www.facebook.com/accenture/posts/10163848944585374,2/22/2021 9:46,1,4,10,1,Find out what a true culture of equality looks like in our latest #GettingToEqual report: 
